nr,name,height_cm,weight_kg,primary,secondary,stage
26,raichu,80.1427,29.915651,electric,electric,3
26,raichu,79.99614,30.088211,electric,electric,3
26,raichu,80.00221,30.110043,electric,electric,3
26,raichu,80.1391,30.03415,electric,electric,3
26,raichu,80.017845,30.002865,electric,electric,3
26,raichu,79.94021,30.078972,electric,electric,3
26,raichu,80.07907,29.925488,electric,electric,3
26,raichu,79.917656,30.220278,electric,electric,3
26,raichu,80.04055,30.225542,electric,electric,3
26,raichu,79.97681,29.924652,electric,electric,3
26,raichu,79.94992,30.194275,electric,electric,3
26,raichu,79.931694,30.002073,electric,electric,3
26,raichu,80.12093,29.99149,electric,electric,3
26,raichu,79.98248,29.928719,electric,electric,3
26,raichu,79.90795,29.939203,electric,electric,3
26,raichu,79.991234,30.113157,electric,electric,3
26,raichu,79.91029,29.900255,electric,electric,3
26,raichu,80.057686,30.069271,electric,electric,3
26,raichu,79.94116,30.092508,electric,electric,3
26,raichu,79.95658,29.947725,electric,electric,3
26,raichu,80.1204,30.029316,electric,electric,3
27,sandshrew,59.951977,11.96338,ground,ground,1
27,sandshrew,60.1809,11.923033,ground,ground,1
27,sandshrew,59.92095,11.910189,ground,ground,1
27,sandshrew,59.93277,12.050693,ground,ground,1
27,sandshrew,60.21187,11.908556,ground,ground,1
27,sandshrew,60.040264,12.034855,ground,ground,1
27,sandshrew,59.992477,12.032973,ground,ground,1
27,sandshrew,60.0544,12.014087,ground,ground,1
27,sandshrew,60.153515,12.139843,ground,ground,1
27,sandshrew,59.95677,11.926543,ground,ground,1
27,sandshrew,59.953255,11.927534,ground,ground,1
27,sandshrew,59.924404,11.93953,ground,ground,1
27,sandshrew,60.086643,12.038155,ground,ground,1
27,sandshrew,60.00799,11.941946,ground,ground,1
27,sandshrew,59.94221,12.024758,ground,ground,1
27,sandshrew,60.033314,12.067123,ground,ground,1
27,sandshrew,60.2224,11.925439,ground,ground,1
27,sandshrew,60.018547,11.958035,ground,ground,1
27,sandshrew,60.138256,12.198582,ground,ground,1
27,sandshrew,59.926403,11.997642,ground,ground,1
27,sandshrew,59.969193,11.987574,ground,ground,1
27,sandshrew,59.951828,12.1885195,ground,ground,1
27,sandshrew,59.923084,11.953405,ground,ground,1
27,sandshrew,59.988224,11.93978,ground,ground,1
27,sandshrew,59.98103,11.992838,ground,ground,1
27,sandshrew,59.915775,12.022237,ground,ground,1
27,sandshrew,59.97785,12.178565,ground,ground,1
27,sandshrew,59.920166,11.978929,ground,ground,1
27,sandshrew,59.91857,12.153666,ground,ground,1
27,sandshrew,60.06943,11.928125,ground,ground,1
27,sandshrew,60.02307,11.975943,ground,ground,1
27,sandshrew,60.072674,11.95066,ground,ground,1
27,sandshrew,60.0615,12.116619,ground,ground,1
27,sandshrew,59.94153,11.914471,ground,ground,1
27,sandshrew,59.94085,12.16933,ground,ground,1
27,sandshrew,60.01408,11.990223,ground,ground,1
27,sandshrew,59.93675,11.979034,ground,ground,1
27,sandshrew,59.959328,11.987596,ground,ground,1
27,sandshrew,59.92418,11.967661,ground,ground,1
27,sandshrew,60.02225,12.010694,ground,ground,1
27,sandshrew,60.239315,12.14703,ground,ground,1
27,sandshrew,60.128807,11.91887,ground,ground,1
27,sandshrew,59.91718,11.911061,ground,ground,1
27,sandshrew,60.01851,11.904497,ground,ground,1
27,sandshrew,60.06229,11.907805,ground,ground,1
27,sandshrew,60.087044,12.015391,ground,ground,1
27,sandshrew,60.055,11.908731,ground,ground,1
27,sandshrew,59.99385,12.116977,ground,ground,1
27,sandshrew,59.94569,11.937468,ground,ground,1
27,sandshrew,59.917492,11.976144,ground,ground,1
27,sandshrew,59.91897,12.004896,ground,ground,1
27,sandshrew,59.953163,11.976843,ground,ground,1
27,sandshrew,60.119007,12.043305,ground,ground,1
27,sandshrew,60.10885,11.951204,ground,ground,1
27,sandshrew,59.967598,12.085239,ground,ground,1
27,sandshrew,59.936543,11.951071,ground,ground,1
27,sandshrew,59.97121,11.975366,ground,ground,1
27,sandshrew,59.93284,11.957546,ground,ground,1
27,sandshrew,59.99425,11.975993,ground,ground,1
27,sandshrew,59.949486,12.011677,ground,ground,1
27,sandshrew,59.958164,11.914229,ground,ground,1
27,sandshrew,59.971867,12.053286,ground,ground,1
27,sandshrew,59.916782,11.909883,ground,ground,1
27,sandshrew,59.91435,11.917158,ground,ground,1
27,sandshrew,59.971703,11.93456,ground,ground,1
27,sandshrew,60.046448,11.998329,ground,ground,1
27,sandshrew,59.92367,12.065543,ground,ground,1
27,sandshrew,60.01065,11.903493,ground,ground,1
27,sandshrew,60.149086,12.38626,ground,ground,1
27,sandshrew,60.023724,11.914822,ground,ground,1
27,sandshrew,60.00284,12.013565,ground,ground,1
27,sandshrew,59.956936,11.941574,ground,ground,1
27,sandshrew,60.04,11.915791,ground,ground,1
27,sandshrew,60.15335,11.915286,ground,ground,1
27,sandshrew,59.94771,12.12546,ground,ground,1
27,sandshrew,59.926453,12.144622,ground,ground,1
27,sandshrew,60.00931,11.910154,ground,ground,1
27,sandshrew,60.08838,11.944209,ground,ground,1
27,sandshrew,60.16293,12.090952,ground,ground,1
27,sandshrew,59.97592,11.937574,ground,ground,1
27,sandshrew,59.91181,11.951785,ground,ground,1
27,sandshrew,60.00438,11.9457,ground,ground,1
27,sandshrew,59.989414,11.958807,ground,ground,1
27,sandshrew,59.973232,11.98155,ground,ground,1
27,sandshrew,60.1812,12.01238,ground,ground,1
27,sandshrew,59.940514,11.927775,ground,ground,1
27,sandshrew,60.067345,12.081974,ground,ground,1
27,sandshrew,60.070457,12.34795,ground,ground,1
27,sandshrew,59.948486,11.981142,ground,ground,1
27,sandshrew,59.982445,12.162486,ground,ground,1
27,sandshrew,60.089626,11.905035,ground,ground,1
27,sandshrew,59.96945,11.958198,ground,ground,1
27,sandshrew,59.959553,11.979647,ground,ground,1
27,sandshrew,59.997173,11.912686,ground,ground,1
27,sandshrew,59.935604,11.964311,ground,ground,1
27,sandshrew,60.125668,12.169748,ground,ground,1
27,sandshrew,59.974297,12.007295,ground,ground,1
27,sandshrew,59.933563,12.011389,ground,ground,1
27,sandshrew,60.156277,11.965435,ground,ground,1
27,sandshrew,60.180054,11.975473,ground,ground,1
27,sandshrew,59.94281,11.914694,ground,ground,1
27,sandshrew,59.94908,12.013427,ground,ground,1
27,sandshrew,59.924534,11.976254,ground,ground,1
27,sandshrew,59.92345,12.035174,ground,ground,1
27,sandshrew,59.93102,12.128298,ground,ground,1
27,sandshrew,59.997063,11.944724,ground,ground,1
27,sandshrew,60.079117,11.908707,ground,ground,1
27,sandshrew,59.969765,11.924272,ground,ground,1
27,sandshrew,59.943794,11.940956,ground,ground,1
27,sandshrew,59.942894,11.90386,ground,ground,1
27,sandshrew,59.92305,11.914443,ground,ground,1
27,sandshrew,59.92159,11.930759,ground,ground,1
27,sandshrew,59.98848,11.945419,ground,ground,1
27,sandshrew,59.941444,12.076008,ground,ground,1
27,sandshrew,59.954105,12.004641,ground,ground,1
27,sandshrew,60.297085,11.9177,ground,ground,1
27,sandshrew,59.98657,11.968403,ground,ground,1
27,sandshrew,59.977886,11.928915,ground,ground,1
27,sandshrew,60.08072,12.075887,ground,ground,1
27,sandshrew,59.950867,11.921216,ground,ground,1
27,sandshrew,59.917503,11.927237,ground,ground,1
27,sandshrew,59.933758,11.910717,ground,ground,1
27,sandshrew,60.04264,12.237579,ground,ground,1
27,sandshrew,59.963818,12.072145,ground,ground,1
27,sandshrew,59.968803,12.1418495,ground,ground,1
27,sandshrew,59.92837,12.043479,ground,ground,1
27,sandshrew,59.995487,12.078385,ground,ground,1
27,sandshrew,59.9444,11.971942,ground,ground,1
27,sandshrew,59.916496,11.973098,ground,ground,1
27,sandshrew,59.92893,11.929164,ground,ground,1
27,sandshrew,59.959595,12.002769,ground,ground,1
27,sandshrew,59.93879,12.2597065,ground,ground,1
27,sandshrew,59.962147,11.967202,ground,ground,1
27,sandshrew,59.99102,11.969456,ground,ground,1
27,sandshrew,59.928112,11.91173,ground,ground,1
27,sandshrew,59.916187,11.999898,ground,ground,1
27,sandshrew,60.039417,11.970986,ground,ground,1
27,sandshrew,60.154945,12.080466,ground,ground,1
27,sandshrew,59.968086,12.025257,ground,ground,1
27,sandshrew,59.998585,12.057478,ground,ground,1
27,sandshrew,60.081406,12.007911,ground,ground,1
27,sandshrew,59.998184,12.046308,ground,ground,1
27,sandshrew,59.94193,11.919677,ground,ground,1
27,sandshrew,59.92209,12.035889,ground,ground,1
27,sandshrew,60.012184,11.933297,ground,ground,1
27,sandshrew,60.16455,11.977929,ground,ground,1
27,sandshrew,59.973434,12.1056185,ground,ground,1
27,sandshrew,60.051926,12.033066,ground,ground,1
27,sandshrew,59.973133,11.9485035,ground,ground,1
27,sandshrew,59.913567,11.957301,ground,ground,1
27,sandshrew,60.02714,12.006805,ground,ground,1
28,sandslash,99.93144,29.52709,ground,ground,2
28,sandslash,99.914185,29.475473,ground,ground,2
28,sandslash,99.96052,29.749811,ground,ground,2
28,sandslash,99.93995,29.428137,ground,ground,2
28,sandslash,100.50875,29.788847,ground,ground,2
28,sandslash,99.94472,29.850292,ground,ground,2
28,sandslash,100.004715,29.507132,ground,ground,2
28,sandslash,99.912155,29.486874,ground,ground,2
28,sandslash,100.06496,29.409517,ground,ground,2
28,sandslash,100.026695,29.528051,ground,ground,2
28,sandslash,99.93616,29.563858,ground,ground,2
28,sandslash,99.94619,29.428312,ground,ground,2
28,sandslash,99.917274,29.864492,ground,ground,2
28,sandslash,99.972336,29.558142,ground,ground,2
28,sandslash,99.93821,29.408438,ground,ground,2
28,sandslash,100.28283,29.417324,ground,ground,2
28,sandslash,99.92595,29.602924,ground,ground,2
28,sandslash,99.96159,29.400648,ground,ground,2
28,sandslash,99.97002,29.484278,ground,ground,2
28,sandslash,99.95937,29.511347,ground,ground,2
28,sandslash,100.03473,29.453274,ground,ground,2
28,sandslash,99.91138,29.428097,ground,ground,2
28,sandslash,99.92141,29.495691,ground,ground,2
28,sandslash,99.90925,29.454947,ground,ground,2
28,sandslash,100.08898,29.428106,ground,ground,2
28,sandslash,99.91647,29.49066,ground,ground,2
28,sandslash,99.94658,29.418015,ground,ground,2
28,sandslash,100.00473,29.881824,ground,ground,2
28,sandslash,100.048065,29.446766,ground,ground,2
28,sandslash,99.99915,29.403023,ground,ground,2
28,sandslash,100.03459,29.470888,ground,ground,2
28,sandslash,99.96792,29.438719,ground,ground,2
28,sandslash,100.11146,29.464098,ground,ground,2
28,sandslash,99.90415,29.40375,ground,ground,2
28,sandslash,99.91186,29.469984,ground,ground,2
28,sandslash,99.94801,29.454231,ground,ground,2
28,sandslash,100.05366,29.42445,ground,ground,2
28,sandslash,99.92674,29.415804,ground,ground,2
28,sandslash,100.17108,29.397394,ground,ground,2
28,sandslash,99.962234,29.470201,ground,ground,2
28,sandslash,99.95214,29.46951,ground,ground,2
28,sandslash,99.89688,29.54677,ground,ground,2
28,sandslash,99.95656,29.44021,ground,ground,2
28,sandslash,100.03919,29.436699,ground,ground,2
28,sandslash,100.04538,29.422918,ground,ground,2
28,sandslash,99.951035,29.420918,ground,ground,2
28,sandslash,99.89385,29.56526,ground,ground,2
28,sandslash,99.932526,29.586056,ground,ground,2
28,sandslash,99.89846,29.613312,ground,ground,2
28,sandslash,100.150536,29.546354,ground,ground,2
28,sandslash,99.99599,29.568579,ground,ground,2
28,sandslash,100.002426,29.520432,ground,ground,2
28,sandslash,100.236,29.419039,ground,ground,2
28,sandslash,100.06156,29.411022,ground,ground,2
28,sandslash,99.99598,29.672218,ground,ground,2
28,sandslash,99.958694,29.450336,ground,ground,2
28,sandslash,99.922,29.74537,ground,ground,2
28,sandslash,100.1425,29.559895,ground,ground,2
28,sandslash,99.91277,29.47595,ground,ground,2
28,sandslash,100.03795,29.456043,ground,ground,2
28,sandslash,100.312004,29.398815,ground,ground,2
28,sandslash,99.9174,29.673197,ground,ground,2
28,sandslash,99.9606,29.583424,ground,ground,2
28,sandslash,99.916214,29.443796,ground,ground,2
28,sandslash,99.973114,29.398602,ground,ground,2
28,sandslash,99.934296,29.447685,ground,ground,2
28,sandslash,99.97354,29.45306,ground,ground,2
28,sandslash,100.001305,29.415728,ground,ground,2
28,sandslash,99.98338,29.402626,ground,ground,2
28,sandslash,100.28068,29.629385,ground,ground,2
28,sandslash,99.91984,29.47864,ground,ground,2
28,sandslash,99.91004,29.500961,ground,ground,2
28,sandslash,99.9182,29.417002,ground,ground,2
28,sandslash,99.963844,29.433582,ground,ground,2
28,sandslash,99.9082,29.706987,ground,ground,2
28,sandslash,99.894646,29.439947,ground,ground,2
28,sandslash,99.89605,29.40091,ground,ground,2
28,sandslash,99.907364,29.466738,ground,ground,2
28,sandslash,99.90253,29.555052,ground,ground,2
28,sandslash,100.010666,29.424103,ground,ground,2
28,sandslash,99.90503,29.636812,ground,ground,2
28,sandslash,100.079704,29.472555,ground,ground,2
28,sandslash,100.09721,29.397116,ground,ground,2
28,sandslash,99.94659,29.563221,ground,ground,2
28,sandslash,99.97428,29.497381,ground,ground,2
28,sandslash,99.96699,29.434196,ground,ground,2
28,sandslash,99.907776,29.488804,ground,ground,2
28,sandslash,100.07991,29.421347,ground,ground,2
28,sandslash,100.05942,29.473944,ground,ground,2
28,sandslash,99.960594,29.450785,ground,ground,2
28,sandslash,99.98264,29.51568,ground,ground,2
28,sandslash,99.91149,29.450964,ground,ground,2
28,sandslash,100.04031,29.577547,ground,ground,2
28,sandslash,99.951744,29.635721,ground,ground,2
28,sandslash,99.91759,29.490467,ground,ground,2
28,sandslash,100.0011,29.5447,ground,ground,2
28,sandslash,99.91734,29.470402,ground,ground,2
28,sandslash,100.01763,29.407608,ground,ground,2
28,sandslash,99.89757,29.43882,ground,ground,2
28,sandslash,100.16061,29.531763,ground,ground,2
28,sandslash,100.10385,29.540272,ground,ground,2
28,sandslash,99.904434,29.590578,ground,ground,2
28,sandslash,99.98343,29.54521,ground,ground,2
28,sandslash,99.92207,29.41701,ground,ground,2
28,sandslash,99.91046,29.493473,ground,ground,2
28,sandslash,99.93773,29.447351,ground,ground,2
28,sandslash,99.91998,29.52647,ground,ground,2
28,sandslash,100.1699,29.629433,ground,ground,2
28,sandslash,100.15326,29.43801,ground,ground,2
28,sandslash,100.08803,29.518198,ground,ground,2
28,sandslash,100.096375,29.822826,ground,ground,2
28,sandslash,100.04281,29.539661,ground,ground,2
28,sandslash,100.0126,29.417978,ground,ground,2
28,sandslash,99.99766,29.438251,ground,ground,2
28,sandslash,99.89279,29.398638,ground,ground,2
28,sandslash,99.89721,29.50519,ground,ground,2
28,sandslash,100.26627,29.582375,ground,ground,2
28,sandslash,99.998634,29.398464,ground,ground,2
28,sandslash,99.955246,29.51125,ground,ground,2
28,sandslash,99.89206,29.44514,ground,ground,2
28,sandslash,99.92594,29.403282,ground,ground,2
28,sandslash,100.03366,29.49705,ground,ground,2
28,sandslash,99.99248,29.460497,ground,ground,2
28,sandslash,99.97845,29.401495,ground,ground,2
28,sandslash,100.05877,29.416298,ground,ground,2
28,sandslash,100.08087,29.690489,ground,ground,2
28,sandslash,100.00661,29.41596,ground,ground,2
28,sandslash,99.904274,29.435751,ground,ground,2
28,sandslash,100.05889,29.501457,ground,ground,2
28,sandslash,99.96093,29.447176,ground,ground,2
28,sandslash,99.92908,29.491163,ground,ground,2
28,sandslash,100.36448,29.422295,ground,ground,2
28,sandslash,99.910675,29.40846,ground,ground,2
28,sandslash,100.05776,29.56256,ground,ground,2
28,sandslash,100.00383,29.463858,ground,ground,2
28,sandslash,99.92367,29.655529,ground,ground,2
28,sandslash,99.96564,29.648922,ground,ground,2
28,sandslash,100.17513,29.515299,ground,ground,2
28,sandslash,99.89342,29.47896,ground,ground,2
28,sandslash,100.038055,29.588455,ground,ground,2
28,sandslash,99.91604,29.438335,ground,ground,2
28,sandslash,99.91746,29.443514,ground,ground,2
28,sandslash,100.184235,29.512526,ground,ground,2
28,sandslash,99.93965,29.40245,ground,ground,2
28,sandslash,99.917465,29.52689,ground,ground,2
28,sandslash,100.34891,29.490803,ground,ground,2
28,sandslash,99.97253,29.524117,ground,ground,2
28,sandslash,99.941574,29.440548,ground,ground,2
28,sandslash,100.07945,29.40973,ground,ground,2
28,sandslash,99.90638,29.415945,ground,ground,2
28,sandslash,100.436584,29.58653,ground,ground,2
29,nidoran,40.03333,6.9105535,poison,poison,1
29,nidoran,40.00599,7.1548257,poison,poison,1
29,nidoran,39.95917,7.0253386,poison,poison,1
29,nidoran,39.962765,7.1692505,poison,poison,1
29,nidoran,39.943176,6.9520454,poison,poison,1
29,nidoran,39.962425,7.080468,poison,poison,1
29,nidoran,39.999393,6.8992953,poison,poison,1
29,nidoran,39.93343,6.9483385,poison,poison,1
29,nidoran,40.022408,7.009116,poison,poison,1
29,nidoran,40.39053,6.9008465,poison,poison,1
29,nidoran,39.945885,7.051944,poison,poison,1
29,nidoran,39.956387,7.2917166,poison,poison,1
29,nidoran,39.910835,6.9494987,poison,poison,1
29,nidoran,39.982803,6.9347157,poison,poison,1
29,nidoran,39.94138,7.0054326,poison,poison,1
29,nidoran,39.949196,7.085411,poison,poison,1
29,nidoran,39.983063,7.0252256,poison,poison,1
29,nidoran,40.040894,6.9107122,poison,poison,1
29,nidoran,40.153206,6.9280376,poison,poison,1
29,nidoran,39.978336,7.024788,poison,poison,1
29,nidoran,40.01213,7.0332665,poison,poison,1
29,nidoran,40.043404,6.9547977,poison,poison,1
29,nidoran,39.917503,7.00776,poison,poison,1
29,nidoran,39.94934,7.2000113,poison,poison,1
29,nidoran,39.987545,7.099879,poison,poison,1
29,nidoran,40.259296,7.1230855,poison,poison,1
29,nidoran,40.0342,7.284481,poison,poison,1
29,nidoran,39.9616,6.9496064,poison,poison,1
29,nidoran,39.97693,7.012333,poison,poison,1
29,nidoran,40.119514,6.9250646,poison,poison,1
29,nidoran,40.0109,6.9886813,poison,poison,1
29,nidoran,39.958237,7.0123057,poison,poison,1
29,nidoran,39.948494,6.900278,poison,poison,1
29,nidoran,39.967358,7.012222,poison,poison,1
29,nidoran,40.07823,7.041241,poison,poison,1
29,nidoran,39.92058,6.957237,poison,poison,1
29,nidoran,40.03212,6.933076,poison,poison,1
29,nidoran,40.081944,6.966145,poison,poison,1
29,nidoran,39.954933,7.247184,poison,poison,1
29,nidoran,39.938488,6.901523,poison,poison,1
29,nidoran,40.002758,6.9750156,poison,poison,1
29,nidoran,39.939735,6.962352,poison,poison,1
29,nidoran,40.086704,6.9650917,poison,poison,1
29,nidoran,40.11474,7.1352363,poison,poison,1
29,nidoran,39.93752,7.0079675,poison,poison,1
29,nidoran,39.943386,7.076864,poison,poison,1
29,nidoran,40.323654,7.0699887,poison,poison,1
29,nidoran,39.96481,6.9033666,poison,poison,1
29,nidoran,39.931686,7.0441384,poison,poison,1
29,nidoran,39.979275,7.0154614,poison,poison,1
29,nidoran,39.922237,7.0451355,poison,poison,1
29,nidoran,40.09452,6.995411,poison,poison,1
29,nidoran,39.95075,6.980455,poison,poison,1
29,nidoran,40.043465,6.966316,poison,poison,1
29,nidoran,40.126335,7.150551,poison,poison,1
29,nidoran,40.222088,7.0541453,poison,poison,1
29,nidoran,40.011375,7.1044655,poison,poison,1
29,nidoran,40.067375,6.9432907,poison,poison,1
29,nidoran,40.12616,7.0587144,poison,poison,1
29,nidoran,39.979393,7.142734,poison,poison,1
29,nidoran,39.93764,6.945466,poison,poison,1
29,nidoran,39.95902,6.9173717,poison,poison,1
29,nidoran,39.986744,7.347975,poison,poison,1
29,nidoran,39.912807,7.044547,poison,poison,1
29,nidoran,40.00462,6.929704,poison,poison,1
29,nidoran,40.123146,6.94271,poison,poison,1
29,nidoran,40.052586,7.049699,poison,poison,1
29,nidoran,39.917107,6.901128,poison,poison,1
29,nidoran,39.97688,6.907425,poison,poison,1
29,nidoran,39.932896,6.9914966,poison,poison,1
29,nidoran,39.915207,6.9720736,poison,poison,1
29,nidoran,39.976746,6.902929,poison,poison,1
29,nidoran,39.9792,6.966419,poison,poison,1
29,nidoran,39.987488,6.899185,poison,poison,1
29,nidoran,40.01836,7.0624423,poison,poison,1
29,nidoran,39.90893,6.9204984,poison,poison,1
29,nidoran,40.00932,6.9836426,poison,poison,1
29,nidoran,39.929806,6.9143496,poison,poison,1
29,nidoran,39.98435,6.9231157,poison,poison,1
29,nidoran,39.976078,6.900593,poison,poison,1
29,nidoran,39.91606,6.9349847,poison,poison,1
29,nidoran,39.96187,6.9170756,poison,poison,1
29,nidoran,40.036118,6.9192076,poison,poison,1
29,nidoran,39.927216,7.03401,poison,poison,1
29,nidoran,39.985146,7.051051,poison,poison,1
29,nidoran,39.990986,7.0745125,poison,poison,1
29,nidoran,39.912155,6.9795313,poison,poison,1
29,nidoran,39.980293,6.9957385,poison,poison,1
29,nidoran,39.916626,6.9950223,poison,poison,1
29,nidoran,39.910625,6.906425,poison,poison,1
29,nidoran,39.91263,7.051041,poison,poison,1
29,nidoran,39.962177,6.923044,poison,poison,1
29,nidoran,39.925262,7.0167513,poison,poison,1
29,nidoran,39.950626,6.9071345,poison,poison,1
29,nidoran,39.95679,6.9792147,poison,poison,1
29,nidoran,39.98604,7.065888,poison,poison,1
29,nidoran,40.175293,6.955564,poison,poison,1
29,nidoran,39.937065,7.4764514,poison,poison,1
29,nidoran,39.93555,7.022224,poison,poison,1
29,nidoran,39.93674,6.9018073,poison,poison,1
29,nidoran,40.017525,6.9570785,poison,poison,1
29,nidoran,40.06086,6.908447,poison,poison,1
29,nidoran,40.09033,6.9779325,poison,poison,1
29,nidoran,39.945576,6.902214,poison,poison,1
29,nidoran,39.976837,7.0213475,poison,poison,1
29,nidoran,39.958065,6.934231,poison,poison,1
29,nidoran,40.324863,7.0017996,poison,poison,1
29,nidoran,39.92607,6.90702,poison,poison,1
29,nidoran,39.916485,6.930586,poison,poison,1
29,nidoran,39.96574,7.1562457,poison,poison,1
29,nidoran,39.95583,7.0608354,poison,poison,1
29,nidoran,39.96044,7.0524487,poison,poison,1
29,nidoran,40.112686,6.9055567,poison,poison,1
29,nidoran,39.925182,7.030374,poison,poison,1
29,nidoran,40.245987,6.994802,poison,poison,1
29,nidoran,39.912033,6.984434,poison,poison,1
29,nidoran,39.953995,6.933074,poison,poison,1
29,nidoran,39.921806,7.1298256,poison,poison,1
29,nidoran,39.925972,7.0107045,poison,poison,1
29,nidoran,39.934097,6.9935265,poison,poison,1
29,nidoran,40.146267,7.023119,poison,poison,1
29,nidoran,39.930424,6.9113812,poison,poison,1
29,nidoran,40.01657,6.938978,poison,poison,1
29,nidoran,39.933884,7.0874934,poison,poison,1
29,nidoran,39.981785,6.937612,poison,poison,1
29,nidoran,39.920334,7.0777698,poison,poison,1
29,nidoran,40.03634,7.0987687,poison,poison,1
29,nidoran,40.137863,6.9097295,poison,poison,1
29,nidoran,40.25454,6.9161906,poison,poison,1
29,nidoran,40.013584,6.9460754,poison,poison,1
29,nidoran,39.921757,6.946216,poison,poison,1
29,nidoran,40.234707,6.899961,poison,poison,1
29,nidoran,39.9783,6.907604,poison,poison,1
29,nidoran,39.913956,6.9442854,poison,poison,1
29,nidoran,39.93194,6.9174194,poison,poison,1
29,nidoran,39.993942,6.962606,poison,poison,1
29,nidoran,39.912544,6.906632,poison,poison,1
29,nidoran,40.035866,6.9725237,poison,poison,1
29,nidoran,40.001244,7.029965,poison,poison,1
29,nidoran,39.9242,6.9249916,poison,poison,1
29,nidoran,39.96233,6.922615,poison,poison,1
29,nidoran,40.008205,6.902914,poison,poison,1
29,nidoran,40.03137,7.0166373,poison,poison,1
29,nidoran,39.929977,7.021547,poison,poison,1
29,nidoran,39.98824,7.0500383,poison,poison,1
29,nidoran,39.959953,6.9542975,poison,poison,1
29,nidoran,39.962826,7.097567,poison,poison,1
29,nidoran,40.153522,7.1254463,poison,poison,1
29,nidoran,40.171585,7.067643,poison,poison,1
29,nidoran,39.91131,6.912214,poison,poison,1
29,nidoran,39.990746,6.9433894,poison,poison,1
30,nidorina,79.92932,20.039015,poison,poison,2
30,nidorina,80.02684,19.91185,poison,poison,2
30,nidorina,80.280716,20.055563,poison,poison,2
30,nidorina,79.901855,20.0801,poison,poison,2
30,nidorina,79.925514,20.019688,poison,poison,2
30,nidorina,79.932205,20.005154,poison,poison,2
30,nidorina,80.03042,19.99511,poison,poison,2
30,nidorina,79.99153,19.939926,poison,poison,2
30,nidorina,79.90803,19.977425,poison,poison,2
30,nidorina,80.18458,19.90722,poison,poison,2
30,nidorina,79.93585,20.068386,poison,poison,2
30,nidorina,79.943924,19.903982,poison,poison,2
30,nidorina,79.97923,19.942024,poison,poison,2
30,nidorina,79.965324,20.02895,poison,poison,2
30,nidorina,80.08447,20.116495,poison,poison,2
30,nidorina,79.97253,20.051558,poison,poison,2
30,nidorina,79.93381,20.13996,poison,poison,2
30,nidorina,79.99343,20.13379,poison,poison,2
30,nidorina,80.04545,19.90526,poison,poison,2
30,nidorina,79.91157,20.133501,poison,poison,2
30,nidorina,80.12739,19.954983,poison,poison,2
30,nidorina,79.90948,20.066809,poison,poison,2
30,nidorina,79.99422,20.0124,poison,poison,2
30,nidorina,80.082924,19.929283,poison,poison,2
30,nidorina,79.95197,19.927034,poison,poison,2
30,nidorina,80.15711,19.944473,poison,poison,2
30,nidorina,79.95871,19.974817,poison,poison,2
30,nidorina,80.012,20.061686,poison,poison,2
30,nidorina,80.06361,19.91179,poison,poison,2
30,nidorina,79.91618,19.991354,poison,poison,2
30,nidorina,79.9115,19.925337,poison,poison,2
30,nidorina,80.06724,19.946426,poison,poison,2
30,nidorina,80.11568,20.01775,poison,poison,2
30,nidorina,80.04896,19.911743,poison,poison,2
30,nidorina,79.99856,19.994696,poison,poison,2
30,nidorina,79.914474,19.980309,poison,poison,2
30,nidorina,79.9209,19.941486,poison,poison,2
30,nidorina,79.96797,19.976225,poison,poison,2
30,nidorina,79.946945,19.933308,poison,poison,2
30,nidorina,79.91576,19.974867,poison,poison,2
30,nidorina,79.96969,20.023228,poison,poison,2
30,nidorina,79.90051,19.911283,poison,poison,2
30,nidorina,80.04952,20.019941,poison,poison,2
30,nidorina,80.26947,19.979908,poison,poison,2
30,nidorina,79.9165,19.943556,poison,poison,2
30,nidorina,80.066086,19.973434,poison,poison,2
30,nidorina,79.98623,20.06565,poison,poison,2
30,nidorina,80.046326,19.973722,poison,poison,2
30,nidorina,80.03781,19.903456,poison,poison,2
30,nidorina,80.038795,20.114508,poison,poison,2
30,nidorina,79.996765,19.926315,poison,poison,2
30,nidorina,79.971664,20.055592,poison,poison,2
30,nidorina,79.976,19.988811,poison,poison,2
30,nidorina,80.154625,19.908974,poison,poison,2
30,nidorina,79.904854,19.914618,poison,poison,2
30,nidorina,80.19816,19.90829,poison,poison,2
30,nidorina,79.978745,19.92959,poison,poison,2
30,nidorina,79.913284,19.936413,poison,poison,2
30,nidorina,79.89903,20.044569,poison,poison,2
30,nidorina,80.089005,19.950678,poison,poison,2
30,nidorina,80.07136,19.958107,poison,poison,2
30,nidorina,79.99612,19.974428,poison,poison,2
30,nidorina,80.046005,19.906706,poison,poison,2
30,nidorina,80.006775,20.06807,poison,poison,2
30,nidorina,80.1244,19.991594,poison,poison,2
30,nidorina,79.94652,19.925228,poison,poison,2
30,nidorina,79.98561,20.020212,poison,poison,2
30,nidorina,80.04744,19.945522,poison,poison,2
30,nidorina,79.93534,19.971012,poison,poison,2
30,nidorina,79.97626,19.925179,poison,poison,2
30,nidorina,79.92626,19.962864,poison,poison,2
30,nidorina,80.00465,19.915123,poison,poison,2
30,nidorina,79.91591,19.908741,poison,poison,2
30,nidorina,80.07073,19.919907,poison,poison,2
30,nidorina,80.04898,19.90415,poison,poison,2
30,nidorina,80.03362,19.94389,poison,poison,2
